station_id,name,physical_configuration,lat,lon,altitude,address,capacity,is_charging_station,rental_methods,groups,obcn,short_name,nearby_distance,_ride_code_support,rental_uris,post_code,is_valet_station,cross_street
7014,Sherbourne St / Carlton St (Allan Gardens),REGULAR,43.663102,-79.373181,,Sherbourne St / Carlton St (Allan Gardens),16,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],416-710-6764,416-710-6764,500.0,True,{},,,
7015,King St W / Bay St (West Side),REGULAR,43.64852,-79.380576,,King St W / Bay St (West Side),39,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],416-671-7595,416-671-7595,500.0,True,{},,False,
7016,Bay St / Queens Quay W (Ferry Terminal),REGULAR,43.640978,-79.376785,,Bay St / Queens Quay W (Ferry Terminal),35,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-271-1378,647-271-1378,500.0,True,{},M5J,False,
7017,Widmer St / Adelaide St W - SMART,SMARTMAPFRAME,43.647547634759206,-79.39155200496292,0.0,Widmer St / Adelaide St W,12,False,"['KEY', 'TRANSITCARD', 'PHONE']",['South'],647-631-9958,647-631-9958,500.0,True,{},M5V 1J9,,
7018,Bremner Blvd / Rees St,REGULAR,43.641529,-79.386741,,Bremner Blvd / Rees St,49,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-669-0947,647-669-0947,500.0,True,{},,False,Bremner Blvd / Rees St
7019,Temperance St Station,VAULT,43.650945,-79.379498,,Temperance St. Station,55,False,"['KEY', 'TRANSITCARD', 'PHONE']",['South'],9 Temperance St .,9 Temperance St .,500.0,True,{},M5H 1Y6,False,
7020,Phoebe St / Spadina Ave,REGULAR,43.650033,-79.396555,,Phoebe St / Spadina Ave,33,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-621-5766,647-621-5766,500.0,True,{},,,
7021,Bay St / Albert St,REGULAR,43.653264,-79.382458,,Bay St / Albert St,63,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-643-9652,647-643-9652,500.0,True,{},,,
7022,Simcoe St / Queen St W,REGULAR,43.65049,-79.3873,,Simcoe St / Queen St W,39,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-625-3265,647-625-3265,500.0,True,{},m5v1z5,,
7023,College St / Borden St,REGULAR,43.6571,-79.4056,,College St / Borden St,11,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-643-9629,647-643-9629,500.0,True,{},,,
7024,Dundonald St / Church St,REGULAR,43.66663,-79.38148,0.0,Dundonald St / Church St,38,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-631-9859,647-631-9859,500.0,True,{},,,
7025,Ted Rogers Way / Bloor St E,REGULAR,43.671293,-79.380471,,Ted Rogers Way / Bloor St E,23,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-631-9970,647-631-9970,500.0,True,{},,,
7026,Bay St / St. Joseph St,REGULAR,43.665527,-79.387499,,Bay St / St. Joseph St,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],416-666-0783,416-666-0783,500.0,True,{},,,
7027,Beverley St / Dundas St W,REGULAR,43.652823,-79.393388,,Beverley  St / Dundas St W,31,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-621-6739,647-621-6739,500.0,True,{},,,
7028,Gould St / Mutual St,REGULAR,43.6582,-79.3768,,Gould St / Mutual St,31,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],416-560-7261,416-560-7261,500.0,True,{},,,
7029,Bay St / Bloor St W (East Side),REGULAR,43.66943,-79.38915,,1199 Bay St,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['North'],647-669-3457,647-669-3457,500.0,True,{},M6G1X2,,
7030,Bay St / Wellesley St W,REGULAR,43.664088,-79.387095,,Bay St / Wellesley St W,35,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-643-9612,647-643-9612,1609.34,True,{},,False,
7031,Jarvis St / Isabella St,REGULAR,43.668991,-79.379385,,Jarvis St / Isabella St,23,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],416-569-7503,416-569-7503,500.0,True,{},,False,
7032,Augusta Ave / Dundas St W,REGULAR,43.652473,-79.401456,,Augusta Ave / Dundas St W,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-622-8139,647-622-8139,500.0,True,{},,,
7033,Union Station,REGULAR,43.645609,-79.380386,,Union Station,43,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-620-1494,647-620-1494,500.0,True,{},,False,
7034,Church St / Bloor St E,REGULAR,43.671389,-79.382919,,Church St / Bloor St E,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['North'],437-992-7029,437-992-7029,500.0,True,{},,,
7035,Queen St W / Ossington Ave,REGULAR,43.643975,-79.419576,,Queen St W / Ossington Ave,31,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['West'],416-371-6632,416-371-6632,500.0,True,{},,,
7036,Trinity St /Front St E,REGULAR,43.651318,-79.36023,,Trinity St / Front St E,19,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],416-816-5603,416-816-5603,500.0,True,{},,,
7037,Bathurst St / Dundas St W,REGULAR,43.6518918789007,-79.40577861712723,,Bathurst St / Dundas St W,27,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-621-8042,647-621-8042,500.0,True,{},M5T 2S3,,
7038,Dundas St W / Yonge St,REGULAR,43.656094,-79.381484,,Dundas St W / Yonge St,31,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-643-9714,647-643-9714,500.0,True,{},,,
7039,Simcoe St / Michael Sweet Ave,REGULAR,43.652327224103,-79.3882538196087,0.0,Simcoe St / Michael Sweet Ave,19,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-202-6089,647-202-6089,500.0,True,{},M5T3M3,,
7040,Euclid Ave / Bloor St W,REGULAR,43.664467,-79.414783,,Euclid Ave / Bloor St W,19,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['West'],416-565-9380,416-565-9380,500.0,True,{},,,
7041,Edward St / Yonge St,REGULAR,43.656729,-79.382736,,Edward St / Yonge St,23,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-643-9697,647-643-9697,500.0,True,{},,,
7042,Sherbourne St / Wellesley St E,REGULAR,43.6673,-79.374,,Sherbourne St / Wellesley St E,31,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],416-804-0543,416-804-0543,500.0,True,{},,,
7043,Queens Quay W / Lower Simcoe St,REGULAR,43.63951,-79.383717,,Queens Quay W / Lower Simcoe St,19,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-204-1380,647-204-1380,500.0,True,{},,,
7044,Church St / Alexander St,REGULAR,43.663722,-79.380288,,Church St / Alexander St,35,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-618-1341,647-618-1341,500.0,True,{},,,
7045,Bond St / Queen St E,REGULAR,43.653236,-79.376716,,Bond St / Queen St E,37,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-629-0639,647-629-0639,500.0,True,{},,False,
7046,Niagara St / Richmond St W,REGULAR,43.64534,-79.409597,,Niagara St / Richmond St W,42,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['West'],647-643-9655,647-643-9655,500.0,True,{},,,
7047,University Ave / Gerrard St W (East Side),REGULAR,43.657763,-79.389165,,University Ave / Gerrard St W,25,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-643-9690,647-643-9690,500.0,True,{},,False,
7048,Front St W / Yonge St (Hockey Hall of Fame),REGULAR,43.646144,-79.377962,,Front St W / Yonge St (Hockey Hall of Fame),47,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-204-0984,647-204-0984,500.0,True,{},,,
7049,Portland St / Queen St W,REGULAR,43.6476,-79.4015,,Queen St W / Portland St,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-624-3144,647-624-3144,500.0,True,{},,,
7050,Richmond St E / Jarvis St Green P,ELECTRICBIKESTATION,43.652634,-79.374222,,Richmond St E / Jarvis St Green P,16,True,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']","['E-Charging ', 'South']",416-602-5376,416-602-5376,500.0,True,{},,,
7052,Wellington St W / Bay St,VAULT,43.647259,-79.379878,,Wellington St W / Bay St,55,False,"['KEY', 'TRANSITCARD', 'PHONE']",['South'],416-723-3438,416-723-3438,500.0,True,{},,,
7053,Metro Hall Plaza,REGULAR,43.645859,-79.38783,,Metro Hall Plaza,27,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-201-7794,647-201-7794,500.0,True,{},,,
7054,Navy Wharf Crt / Bremner Blvd,REGULAR,43.640722,-79.391051,,Navy Wharf Ct. / Bremner Blvd.,9,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],416-662-2516,416-662-2516,500.0,True,{},,,
7055,Jarvis St / Carlton St,REGULAR,43.66207,-79.37617,,Jarvis St / Carlton St,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],416-722-3901,416-722-3901,500.0,True,{},,,
7057,Simcoe St / Wellington St W South,VAULT,43.6458569,-79.3853654,,Simcoe St / Wellington St 1,27,False,"['KEY', 'TRANSITCARD', 'PHONE']",['South'],647-641-2103,647-641-2103,500.0,True,{},M6a1a1,,
7059,Front St W / Blue Jays Way,REGULAR,43.643473,-79.390477,,Front St W / Blue Jays Way,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-241-7299,647-241-7299,500.0,True,{},,,
7061,Dalton Rd / Bloor St W,REGULAR,43.6662942,-79.4066433,,Dalton Rd / Bloor St W,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['North'],647-643-9676,647-643-9676,500.0,True,{},M6G1A1,,
7063,Queen's Park / Bloor St W,REGULAR,43.668456,-79.393899,,Queen's Park / Bloor St W,23,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-632-5491,647-632-5491,500.0,True,{},,,
7064,51 Parliament St,REGULAR,43.652169,-79.362841,,51 Parliament St,19,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-241-9519,647-241-9519,500.0,True,{},,,
7065,Dundas St E / Parliament St,REGULAR,43.659575,-79.365769,,Dundas St E / Parliament St,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],416-568-2679,416-568-2679,500.0,True,{},,,
7066,Willcocks St / St. George St,REGULAR,43.662085,-79.397735,,Willcocks St / St. George St,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-643-9624,647-643-9624,500.0,True,{},,,Willcocks St / St.George St
7068,Blantyre Park,REGULAR,43.68306889999999,-79.279682,,163 Fallingbrook Rd,22,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],437-999-9028,437-999-9028,1609.34,True,{},M1N 1N3,,Kingston/Fallingbrook
7069,Queen St W / Spadina Ave,REGULAR,43.649147,-79.395504,,Queen St W / Spadina Ave,11,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-622-8344,647-622-8344,500.0,True,{},,,
7070,25 York St – Union Station South,REGULAR,43.643667,-79.380414,,25 York St – Union Station South,11,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],416-624-8596,416-624-8596,500.0,True,{},,,
7071,161 Bleecker St (South of Wellesley),REGULAR,43.666233,-79.373327,0.0,161 Bleecker St (South of Wellesley),23,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-643-9846,647-643-9846,500.0,True,{},,,
7073,Spadina Ave / Fort York Blvd,REGULAR,43.640114,-79.393249,,Spadina Ave / Fort York Blvd,23,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],416-627-9646,416-627-9646,500.0,True,{},,,
7074,King St E / Church St,REGULAR,43.65003919999999,-79.3733541,,St James Park,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-643-9718,647-643-9718,500.0,True,{},M5C 1G6,,
7075,Queens Quay W / Dan Leckie Way,REGULAR,43.636533,-79.395854,,Queens Quay W / Dan Leckie Way,27,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],416-669-9604,416-669-9604,500.0,True,{},,,
7076,York St / Queens Quay W,REGULAR,43.640132,-79.380464,,York St / Queens Quay W,57,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],416-618-7456,416-618-7456,500.0,True,{},,,
7077,College Park South,REGULAR,43.65945682499,-79.38236466864778,,College Park South,19,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-643-9694,647-643-9694,500.0,True,{},,,
7078,College St / Major St,REGULAR,43.6576,-79.4032,,College St / Major St,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-643-9638,647-643-9638,500.0,True,{},,,
7079,McGill St / Church St,REGULAR,43.660694,-79.379052,,McGill St / Church St,19,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],437-999-8524,437-999-8524,500.0,True,{},,,
7083,Danforth Ave / Barrington Ave,REGULAR,43.688325,-79.300463,,Danforth Ave / Barrington Ave,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-631-4821,647-631-4821,500.0,True,{},,,
7084,High Park - Grenadier Cafe,REGULAR,43.645599,-79.4657123,,High Park - Grenadier Cafe,11,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['West'],647-643-9563,647-643-9563,1609.34,True,{},,,
7085,Danforth Ave / Westlake Ave,REGULAR,43.687323,-79.304848,,Danforth Ave / Westlake Ave,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-201-8853,647-201-8853,500.0,True,{},,,
7086,High Park - West Rd,REGULAR,43.651922,-79.465693,,High Park - West Rd,23,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['West'],647-641-7093,647-641-7093,1609.34,True,{},1324,False,
7087,Danforth Ave / Aldridge Ave,REGULAR,43.684758,-79.316767,,Danforth Ave / Aldridge Ave,11,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-641-9873,647-641-9873,1000.0,True,{},,,
7088,Danforth Ave / Coxwell Ave,REGULAR,43.683378,-79.322961,0.0,Danforth Ave / Coxwell Ave,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-248-5891,647-248-5891,500.0,True,{},,,
7089,Church St  / Wood St,REGULAR,43.662712,-79.379903,102.08,Church St / Wood St,27,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-262-1148,647-262-1148,500.0,True,{},,,
7090,Danforth Ave / Lamb Ave,REGULAR,43.681991,-79.329455,,Danforth Ave / Lamb Ave,19,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-641-6203,647-641-6203,500.0,True,{},,,
7091,Donlands Subway Station,REGULAR,43.681114,-79.3373885,,Donlands Station,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-669-1705,647-669-1705,1000.0,True,{},M4J 1P3,,
7093,Danforth Ave / Gough Ave,REGULAR,43.678401,-79.346289,,Danforth Ave / Gough Ave,24,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-669-1671,647-669-1671,500.0,True,{},,,
7094,14 Arundel Ave,ELECTRICBIKESTATION,43.6784834,-79.3513564,,14 Arundel Ave,25,True,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']","['E-Charging ', 'East']",14 Arundel Ave - EBS - @CP 87,14 Arundel Ave - EBS - @CP 87,500.0,True,{},M4K 3A2,,Arundel Ave - Chester Subway station
7095,Danforth Ave / Ellerbeck St,REGULAR,43.677076,-79.35667,,Danforth Ave / Ellerbeck St,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-669-1678,647-669-1678,500.0,True,{},,,
7096,Lower Don River Trail and Taylor Creek Trail,REGULAR,43.7027268,-79.33368089999999,,425 Don Mills Rd,19,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-669-3908,647-669-3908,500.0,True,{},M4J,,
7097,Riverdale Park North (Broadview Ave),REGULAR,43.671172,-79.354704,,Riverdale Park North (Broadview Ave),15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-643-9838,647-643-9838,500.0,True,{},,,
7098,Riverdale Park South (Broadview Ave),VAULT,43.667819,-79.35347,,Riverdale Park South (Broadview Ave),15,False,"['KEY', 'TRANSITCARD', 'PHONE']",['East'],450 Broadview Ave ,450 Broadview Ave ,500.0,True,{},,,
7100,Dundas St E / Regent Park Blvd,REGULAR,43.660207,-79.361275,,Dundas St E / Regent Park Blvd,27,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-669-3847,647-669-3847,500.0,True,{},,,
7101,Lower Sherbourne St / The Esplanade,REGULAR,43.648655,-79.367061,,Lower Sherbourne St / The Esplanade,27,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-641-5818,647-641-5818,500.0,True,{},,,
7102,Nelson St / Duncan St,REGULAR,43.648711,-79.389728,,Nelson St / Duncan St,31,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-641-5951,647-641-5951,500.0,True,{},,,
7103,Jimmie Simpson Park (Queen St E),REGULAR,43.6605603,-79.3437663,,Jimmie Simpson Park (Queen St E),15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-669-2521,647-669-2521,500.0,True,{},,,
7104,King St E / River St,REGULAR,43.656784782853144,-79.35627385059036,,King St E / River St,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-641-5813,647-641-5813,500.0,True,{},M5A 1M6,,
7105,Queen St E / Sackville St,REGULAR,43.6561111,-79.36138888888888,,Queen St E / Sackville St,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-290-7069,647-290-7069,500.0,True,{},,,
7106,Mill St / Tannery Rd,REGULAR,43.652219,-79.354455,,Mill St / Tannery Rd,27,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-641-5839,647-641-5839,500.0,True,{},,,
7107,Cherry St / Distillery Ln,REGULAR,43.650279,-79.356832,,Cherry St / Distillery Ln,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-669-2608,647-669-2608,500.0,True,{},,,
7108,Front St E / Cherry St,REGULAR,43.652686,-79.358395,,Front St E / Cherry St,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-669-4512,647-669-4512,500.0,True,{},,,
7109,Seaton St / Dundas St E - SMART,SMARTMAPFRAME,43.658777,-79.369596,,Seaton St / Dundas St E,32,False,"['KEY', 'TRANSITCARD', 'PHONE']",['East'],647-669-3971,647-669-3971,500.0,True,{},,,
7110,Queen St E / Berkeley St,REGULAR,43.6552778,-79.36583333333333,,Queen St E / Berkeley St,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-290-4392,647-290-4392,500.0,True,{},,,
7111,King St W / Douro St,REGULAR,43.640885,-79.416379,,King St W / Douro St,11,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['West'],647-641-5214,647-641-5214,500.0,True,{},,,
7112,Liberty St / Fraser Ave Green P,REGULAR,43.637981,-79.424146,,Liberty St / Fraser Ave Green P,19,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['West'],647-669-3920,647-669-3920,500.0,True,{},,,
7113,Parliament St / Aberdeen Ave,VAULT,43.665278,-79.368333,,Parliament St / Aberdeen Ave,15,False,"['KEY', 'TRANSITCARD', 'PHONE']",['East'],647-640-5613,647-640-5613,500.0,True,{},,,
7114,Carlton St / Parliament St,REGULAR,43.664524,-79.36793,,Carlton St / Parliament St,27,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-262-2870,647-262-2870,500.0,True,{},,,
7115,Howard St / Sherbourne St,REGULAR,43.6712581,-79.376367,,Howard St / Sherbourne St,31,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-641-1259,647-641-1259,500.0,True,{},,,
7116,Bloor St E / Parliament St,VAULT,43.671946102001826,-79.37245115337294,,575 Bloor St East,19,False,"['KEY', 'TRANSITCARD', 'PHONE']",['East'],Ward 13 - (575 Bloor St E),Ward 13 - (575 Bloor St E),500.0,True,{},M4W 0B2,,
7117,640 Bloor Street E,REGULAR,43.67468857448634,-79.36701962396272,,640 Bloor Street East,19,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-267-2042,647-267-2042,500.0,True,{},M4W 1J3,,
7118,King St W / Bay St (East Side),REGULAR,43.648575,-79.380042,,King St W / Bay St (East Side),19,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-271-6326,647-271-6326,500.0,True,{},,,
7119,Sumach St / Carlton St (Riverdale Farm),REGULAR,43.665867,-79.362506,,Sumach St / Carlton St (Riverdale Farm),15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-282-9705,647-282-9705,500.0,True,{},,,
7120,Gerrard St E / River St,REGULAR,43.663993,-79.358534,,Gerrard St E / River St,10,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-643-9843,647-643-9843,500.0,True,{},,,
7121,Jarvis St / Dundas St E,REGULAR,43.657266,-79.374756,,Jarvis St / Dundas St E,27,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-641-5582,647-641-5582,500.0,True,{},,,
7122,Niagara St / Tecumseth St,REGULAR,43.641389,-79.404444,,Niagara St / Tecumseth St,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['West'],647-272-3286,647-272-3286,500.0,True,{},,,
7123,420 Wellington St W,REGULAR,43.643834,-79.396649,,420 Wellington St W,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['South'],647-272-4047,647-272-4047,500.0,True,{},,,
7124,Dundas St E / Broadview Ave,REGULAR,43.662365,-79.351104,,Dundas St E / Broadview Ave,19,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['East'],647-669-4283,647-669-4283,500.0,True,{},,,
7126,Yonge St / Yorkville Ave,REGULAR,43.671944,-79.387778,,Yonge St / Yorkville Ave,17,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['North'],647-719-3941,647-719-3941,500.0,True,{},,,
7127,Bay St / Scollard St,REGULAR,43.672152,-79.39018,,Bay St / Scollard St,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['North'],647-201-6479,647-201-6479,500.0,True,{},M5R 0A1,,
7128,Yonge St / Aylmer Ave,REGULAR,43.675492,-79.388858,,Yonge St / Aylmer Ave,23,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['North'],647-641-6641,647-641-6641,500.0,True,{},,,
7129,Davenport Rd / Avenue Rd,REGULAR,43.674991,-79.396273,,Davenport Rd / Avenue Rd,11,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['North'],437-992-7074,437-992-7074,500.0,True,{},,,
7130,Davenport Rd / Bedford Rd,REGULAR,43.674446,-79.398331,,Davenport Rd / Bedford Rd,15,False,"['KEY', 'TRANSITCARD', 'CREDITCARD', 'PHONE']",['North'],647-641-6906,647-641-6906,500.0,True,{},M5R 1J8,,
